"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
9.91874462653629e-15,-3.69971026104088,0.076,0.707,1.6308399914951e-10,"ERRFI1"
8.44899574245216e-14,-3.18580060359867,0.12,0.756,1.38918387997398e-09,"PDK4"
7.4905423507341e-09,-3.14314362093757,0.076,0.537,0.00012315949733077,"FKBP5"
1.09942070845338e-08,-4.64496205392719,0.019,0.366,0.000180766752883906,"TIPARP"
1.47033856993867e-08,-1.77180240651128,0.19,0.707,0.000241753067669315,"ZFAND5"
1.20453812518658e-07,-3.31376207652644,0.057,0.415,0.00198050158543178,"TSC22D3"
6.93467187723777e-07,-2.23500102373319,0.184,0.61,0.0114019875005543,"GADD45A"
1.22720092749601e-06,-1.30611419741819,0.43,0.854,0.0201776376498894,"DPEP1"
2.90590954028333e-06,2.09496580351647,0.487,0.146,0.0477789646613385,"CLU"
4.22530320904899e-06,1.79591796798077,0.62,0.244,0.0694724353631835,"S100A1"
4.77891001557817e-06,-7.57215231175279,0,0.195,0.0785748384761363,"SLCO4A1"
1.52620148832469e-05,-7.52491276111734,0,0.171,0.250938048710346,"RPS4Y1"
7.61370750894171e-05,2.01070058385506,0.481,0.171,1,"S100A11"
9.06714437970068e-05,0.731044622055646,0.892,0.707,1,"CRYAB"
0.000102649227538292,-6.67319150456389,0,0.146,1,"RAD9A"
0.000154552289765244,-2.31308636078424,0.07,0.341,1,"GADD45B"
0.000160860763706295,1.49269276183573,0.639,0.293,1,"IL32"
0.000166764175199971,-1.88341462820836,0.146,0.488,1,"ATP5PD"
0.00021246097059772,0.680230124697122,0.753,0.707,1,"PPDPF"
0.000216219017166647,-2.35596058985513,0.089,0.39,1,"SGK1"
0.000217343790338187,5.61631117827863,0.12,0,1,"REG1A"
0.0002306880329185,2.08980902723399,0.437,0.171,1,"MCCD1"
0.0002537907484549,-2.30301112562978,0.038,0.293,1,"NBEAL1"
0.000265188069413926,-1.61301320831955,0.184,0.561,1,"SMIM24"
0.000292919535377217,0.937118322373991,0.703,0.488,1,"PHPT1"
0.000307556804093283,-2.37317440488651,0.051,0.317,1,"IL6R"
0.000371340484669979,2.71929119440673,0.297,0.073,1,"AP1S1"
0.000380929856037546,0.754884563754713,0.918,0.756,1,"MYL6"
0.000410924911194125,-0.563476865880902,0.728,0.976,1,"GSTA1"
0.000432444875662579,0.997423562938643,0.646,0.415,1,"NDUFB10"
0.000443560411525391,0.713129106831495,0.804,0.659,1,"POLR2L"
0.000601435812398262,4.96089152562816,0.114,0,1,"RAB8B"
0.000637523110176985,1.84551571243154,0.462,0.244,1,"GNG12"
0.000683860639162507,-6.33479832398927,0,0.122,1,"ST7L"
0.000690529235686513,5.52660950988649,0.152,0,1,"GBP3"
0.000747854830141157,-1.61445990902834,0.215,0.561,1,"ZBTB20"
0.000882812195002065,0.904149737990694,0.69,0.512,1,"MGST3"
0.000924326766958815,-0.380610351526807,0.759,1,1,"DCXR"
0.00110419747364824,-2.0980089984328,0.076,0.341,1,"NAPRT"
0.00113246435796986,1.09526189069629,0.816,0.61,1,"TMSB10"
0.00122355494911033,0.48987059371443,0.943,0.878,1,"GPX4"
0.00138664678900896,1.64979557510587,0.405,0.195,1,"NPL"
0.00139109094453699,-1.5592239385436,0.146,0.463,1,"CACYBP"
0.00139581170443409,-1.72228318435571,0.184,0.463,1,"KLF9"
0.00144352616573293,-2.06929006088572,0.063,0.317,1,"NECAB2"
0.00153999854863704,4.85046261421413,0.114,0,1,"ACBD6"
0.00161744714439923,-1.85675090105703,0.051,0.244,1,"CSPP1"
0.00168253568718051,-1.98006733046512,0.063,0.293,1,"FOXO3"
0.00182956196961431,1.14225189136768,0.557,0.268,1,"ANXA4"
0.00184024571170703,-0.954794417875111,0.304,0.659,1,"LGMN"
0.00198072858802588,0.91977916089072,0.715,0.512,1,"HMGN3"
0.00211966466161502,-1.41003772677129,0.253,0.561,1,"ATP5MG"
0.00234464001945505,-1.34300678109391,0.222,0.561,1,"ATP5PF"
0.0024716881362662,2.90281262454619,0.228,0.049,1,"SCO2"
0.00248643107740558,1.47977148906671,0.177,0.049,1,"NUFIP2"
0.00264497158442218,-1.27827555063894,0.12,0.39,1,"IYD"
0.00265651083779478,-3.41537509425083,0.006,0.122,1,"UTP25"
0.00269560156642798,-1.40779975483804,0.095,0.341,1,"UBE2V2"
0.00284049418867213,0.813907614150979,0.677,0.537,1,"ACADVL"
0.00299280194582866,4.92736753504241,0.108,0,1,"GCA"
0.00302071266131627,-2.29663827189466,0.089,0.317,1,"ELL2"
0.00308541674232278,4.75581548150419,0.101,0,1,"IRF2BPL"
0.00312425680783436,-2.96236961263197,0.019,0.171,1,"EIF4E3"
0.00323809684717893,-2.51602926338926,0.038,0.244,1,"MAFG"
0.00337278221448932,-2.2499112121963,0.044,0.244,1,"NSRP1"
0.00343237394258747,2.0792947800327,0.291,0.073,1,"HLA-DRB1"
0.00352721581127622,5.9586213915911,0.139,0,1,"AKAP12"
