"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
2.61874787890136e-08,-2.89085691404034,0.203,0.742,0.000430574526248961,"NFKBIA"
4.68945263384765e-08,-2.73074245993933,0.203,0.806,0.00077103980205723,"CEBPD"
2.35615579823822e-07,-2.77624782577772,0.203,0.71,0.00387399136346328,"DUSP1"
3.95383480029103e-07,-4.17496899226873,0.085,0.645,0.00650089517863852,"FOSB"
4.2142744130534e-07,-2.43973225561164,0.136,0.548,0.00692910998994241,"TSC22D3"
6.96987154404713e-07,-5.03484662327046,0.034,0.484,0.0114598627927223,"NR4A1"
7.86660300820215e-07,-3.46756428348953,0.119,0.581,0.012934268666086,"BTG2"
1.32339497977527e-06,-8.26950950862795,0,0.387,0.0217592602574651,"MFAP5"
1.46563235689925e-06,-2.7746904418879,0.136,0.613,0.0240979272121375,"FKBP5"
1.96856928334208e-06,-4.64715855878671,0.051,0.484,0.0323672161567105,"RASD1"
3.09166289768132e-06,-7.80048256346662,0,0.355,0.0508331213636763,"MT1A"
5.20884779952919e-06,-2.3284961737438,0.322,0.742,0.0856438755198589,"CEBPB"
5.34282202325727e-06,-9.08885990432865,0,0.387,0.0878466797063961,"PLA2G2A"
5.46442010689451e-06,-2.28921848490183,0.271,0.742,0.0898459953975596,"JUNB"
5.62392137557928e-06,-7.65464347833183,0,0.323,0.0924685152572746,"ITGBL1"
7.37708624821136e-06,1.57970275637687,0.763,0.226,0.121294052093091,"NOTCH3"
1.09396291184753e-05,-3.1446883169807,0.136,0.613,0.179869381965971,"NNMT"
1.15834352134532e-05,-8.47801967441141,0,0.355,0.190454841779597,"SFRP4"
1.24129466487845e-05,-4.05876967339,0.068,0.484,0.204093668799314,"SERPINE1"
1.69968703263509e-05,-2.24811879958045,0.186,0.613,0.279462541905862,"EGR1"
2.00468311369764e-05,-4.97617954612764,0.034,0.452,0.329609997554165,"KLF4"
2.71748972697496e-05,-1.38599726496123,0.644,0.871,0.446809660909222,"JUND"
3.56660486426926e-05,1.67585032493378,0.763,0.226,0.586421171783152,"HES4"
3.60557876397781e-05,-1.94087465024793,0.373,0.581,0.592829260373232,"S100A10"
3.82028985413897e-05,-7.06871874225993,0,0.258,0.628132057817529,"PCOLCE2"
4.06647943317091e-05,-3.20506966989279,0.102,0.581,0.668610548401962,"FBLN1"
4.11747132315221e-05,-2.33994017805317,0.22,0.581,0.676994634952686,"FOS"
4.53818233754883e-05,-0.983376710183633,0.864,1,0.746167939939779,"EIF1"
4.73648389484797e-05,6.1114596923601,0.339,0,0.778772681990903,"SLC38A11"
4.89348774594074e-05,6.00698713804463,0.322,0,0.804587255187576,"AFAP1L2"
5.31316793948472e-05,5.84497572571964,0.288,0,0.873591072610078,"SNX18"
5.6897752333571e-05,3.04954765321865,0.441,0.032,0.935512843868574,"HOPX"
6.29518999250941e-05,5.69749729560423,0.305,0,1,"CMTM6"
6.38197329913104e-05,-2.68605494448498,0.186,0.645,1,"DCN"
6.84905678997194e-05,6.06135756789565,0.322,0,1,"NTN4"
7.51455487462721e-05,5.49666041990596,0.288,0,1,"SFT2D2"
7.74651386804164e-05,-8.04497400684091,0,0.323,1,"SCARA5"
8.01981001774358e-05,-6.98122256247659,0,0.226,1,"AHNAK2"
9.64995201618686e-05,-1.0132285268493,0.78,0.871,1,"MT2A"
0.000109713315897904,4.81224449499857,0.237,0,1,"AKAP1"
0.000110479603790334,-2.55022793782611,0.186,0.548,1,"GADD45A"
0.000118166240813616,-8.19092773015559,0.017,0.419,1,"CFD"
0.000125986310529241,5.57354051007071,0.288,0,1,"WASHC3"
0.000137099051959656,-3.21108169919224,0.051,0.323,1,"DDIT4"
0.000140116647585345,-6.73300461782917,0,0.226,1,"OMD"
0.000145483195269077,-3.24332796372561,0.051,0.387,1,"SOCS3"
0.00014855633434944,5.70165122263638,0.288,0,1,"CASC3"
0.000154481121598873,-0.973691522085935,0.797,0.935,1,"UBC"
0.000161082225844378,-4.23020717155898,0.068,0.452,1,"UAP1"
0.000167206659654574,-6.36126191110998,0.017,0.323,1,"F3"
0.000202235506546868,-6.29216885877004,0,0.194,1,"PDPN"
0.000212872381387673,-4.33680590680147,0.017,0.323,1,"CDKN1A"
0.000214225554085336,5.00369174464319,0.203,0,1,"MCTS1"
0.000217646652232239,2.94020412485828,0.542,0.097,1,"GUCY1A1"
0.000218077919369003,-2.96586041174063,0.017,0.29,1,"FOXD1"
0.000229548004829608,-7.47509980055661,0,0.258,1,"PDGFRL"
0.000244157898828617,-3.83391444522013,0.034,0.323,1,"SERTAD1"
0.000250126606634558,-3.01801402415452,0.136,0.452,1,"PDK4"
0.000259448905035044,-6.11418069830625,0,0.194,1,"SIK1"
0.000270518181474841,-1.77337532472043,0.373,0.677,1,"RHOB"
0.000281800378945407,5.67337565343855,0.254,0,1,"PCSK1N"
0.000283033354976866,6.055933499737,0.254,0,1,"HIGD1B"
0.000294211653000023,5.39983498014206,0.237,0,1,"CBL"
0.000298741930768212,-1.83248455268602,0.288,0.71,1,"VMP1"
0.000320602275519694,-2.16764805271876,0.356,0.677,1,"ANXA1"
0.0003292337124354,-2.25594625948645,0.322,0.645,1,"JUN"
0.000338322590838027,-5.77255368286929,0,0.161,1,"NRSN2"
0.000346863306704797,3.21414775841738,0.373,0.032,1,"RSL24D1"
0.000373410243305786,5.29119047058075,0.22,0,1,"CTBP1"
0.000382164444139177,4.98575380570132,0.203,0,1,"MRPL42"
0.000385445703072208,-2.44250964726957,0.237,0.484,1,"MT1X"
0.000399607997109047,-3.61227938425002,0.017,0.226,1,"YTHDF1"
0.000410579668781174,0.88693849292502,0.746,0.355,1,"ZEB2"
0.00042528112697316,0.891143152092518,0.898,0.581,1,"TPM2"
0.000435122061206837,5.32491387451617,0.237,0,1,"SUPT5H"
0.000479198779231743,-3.37617547483783,0.068,0.419,1,"SLPI"
0.000535729142345187,5.64039273854323,0.271,0,1,"ZFAND6"
0.000560871615106582,5.44011946497264,0.22,0,1,"INAFM1"
0.000578448584655377,2.19033564123992,0.508,0.097,1,"ENDOD1"
0.000604658556189785,-2.19936385422996,0.254,0.677,1,"KLF9"
0.000607555348247607,4.88257895852591,0.169,0,1,"EMD"
0.000676786318270764,-5.58832345524575,0.034,0.387,1,"C3"
0.000744928344913724,4.79013761836863,0.203,0,1,"COMMD10"
0.000816512827379095,-6.04421960735677,0,0.161,1,"FNDC4"
0.000822857240383851,5.0094410797594,0.186,0,1,"TP53I11"
0.000824446084332305,6.37525563216876,0.288,0,1,"SEPTIN7"
0.00085718580347037,5.09231623566262,0.22,0,1,"OGA"
0.00088608039764878,5.03110407970828,0.22,0,1,"FBXW4"
